trials,size,time
2600, 110000, 0.006052866000118229
2700, 110000, 0.006251668000004429
2800, 110000, 0.006516597999961959
2900, 110000, 0.006708694000280957
3000, 110000, 0.0069722399998681794
3100, 110000, 0.007401116999972146
3200, 110000, 0.007596119000027102
3300, 110000, 0.007911309000064648
3400, 110000, 0.007991725000010774
3500, 110000, 0.008344506999947043
3600, 110000, 0.008424942999681662
3700, 110000, 0.008639630999823567
3800, 110000, 0.008807233999959863
3900, 110000, 0.009157665000202542
4000, 110000, 0.009506184999736433
4100, 110000, 0.009756804000062402
4200, 110000, 0.009915706000356295
4300, 110000, 0.010131150999768579
4400, 110000, 0.010246679999909247
4500, 110000, 0.010424525000416907
4600, 110000, 0.010707905999879586
4700, 110000, 0.010824141999819403
4800, 110000, 0.011173219000284007
4900, 110000, 0.011315323999951943
5000, 110000, 0.011709247999988293
5100, 110000, 0.011873757000103069
5200, 110000, 0.012291567000374926
5300, 110000, 0.01275350800005981
5400, 110000, 0.01263926999990872
5500, 110000, 0.012833527000111644
5600, 110000, 0.013055379999968864
5700, 110000, 0.013356566000311432
5800, 110000, 0.013661316999787232
5900, 110000, 0.013904687000376725
6000, 110000, 0.014624182000261499
6100, 110000, 0.014171556999826862
6200, 110000, 0.014356734000102733
6300, 110000, 0.01481634900028439
6400, 110000, 0.015447043999756715
6500, 110000, 0.015374460000202816
6600, 110000, 0.015457247000085772
6700, 110000, 0.016083586000149808
6800, 110000, 0.016438983000170992
6900, 110000, 0.016780825999830995
7000, 110000, 0.018739400999947975
7100, 110000, 0.01651998800025467
7200, 110000, 0.016705603999980667
7300, 110000, 0.017163863999940077
7400, 110000, 0.017705243999898812
7500, 110000, 0.01750111699993795
7600, 110000, 0.017829771999913646
7700, 110000, 0.018125603000044066
7800, 110000, 0.01851924999982657
7900, 110000, 0.018807009999818547
8000, 110000, 0.01883955799985415
8100, 110000, 0.01903007400005663
8200, 110000, 0.0195189199998822
8300, 110000, 0.019736968999950477
8400, 110000, 0.019453096999768604
8500, 110000, 0.01974289999998291
8600, 110000, 0.020174809999844
8700, 110000, 0.02018833200008885
8800, 110000, 0.021197858000050473
8900, 110000, 0.021406981999916752
9000, 110000, 0.020928820999870368
9100, 110000, 0.02121211699977721
9200, 110000, 0.021228366999821446
9300, 110000, 0.022566414000266377
9400, 110000, 0.02201696800011632
9500, 110000, 0.022449781999966945
9600, 110000, 0.022724579000168887
9700, 110000, 0.022931522999897425
9800, 110000, 0.02307360900022104
9900, 110000, 0.023079548999703547
1000, 120000, 0.0023411739998664416
1100, 120000, 0.0025720089997776086
1200, 120000, 0.0028153439998277463
1300, 120000, 0.003036367999811773
1400, 120000, 0.003532489000008354
1500, 120000, 0.0035189949999221426
